0.000	0.012	0.0	0.0
0.012	0.023	0.0	0.0
0.023	0.035	0.0	0.0
0.035	0.046	0.0	0.0
0.046	0.058	0.0	0.0
0.058	0.070	0.0	0.0
0.070	0.081	0.0	0.0
0.081	0.093	0.0	0.0
0.093	0.104	0.0	0.0
0.104	0.116	0.0	0.0
0.116	0.128	0.0	0.0
0.128	0.139	0.0	0.0
0.139	0.151	0.0	0.0
0.151	0.163	0.0	0.0
0.163	0.174	0.0	0.0
0.174	0.186	0.0	0.0
0.186	0.197	0.0	0.0
0.197	0.209	0.0	0.0
0.209	0.221	0.0	0.0
0.221	0.232	0.0	0.0
0.232	0.244	0.0	0.0
0.244	0.255	0.0	0.0
0.255	0.267	0.0	0.0
0.267	0.279	0.0	0.0
0.279	0.290	0.0	0.0
0.290	0.302	0.0	0.0
0.302	0.313	0.0	0.0
0.313	0.325	0.0	0.0
0.325	0.337	0.0	0.0
0.337	0.348	0.0	0.0
0.348	0.360	0.0	0.0
0.360	0.372	0.0	0.0
0.372	0.383	0.0	0.0
0.383	0.395	0.0	0.0
0.395	0.406	1.0	0.0
0.406	0.418	0.0	0.0
0.418	0.430	0.0	0.0
0.430	0.441	0.0	0.0
0.441	0.453	0.0	0.0
0.453	0.464	0.0	0.0
0.464	0.476	0.0	0.0
0.476	0.488	0.0	0.0
0.488	0.499	0.0	0.0
0.499	0.511	0.0	0.0
0.511	0.522	0.0	0.0
0.522	0.534	0.0	0.0
0.534	0.546	0.0	0.0
0.546	0.557	0.0	0.0
0.557	0.569	0.0	0.0
0.569	0.580	0.0	0.0
0.580	0.592	0.0	0.0
0.592	0.604	0.0	0.0
0.604	0.615	0.0	0.0
0.615	0.627	0.0	0.0
0.627	0.639	0.0	0.0
0.639	0.650	0.0	0.0
0.650	0.662	0.0	0.0
0.662	0.673	0.0	0.0
0.673	0.685	0.0	0.0
0.685	0.697	0.0	0.0
0.697	0.708	0.0	0.0
0.708	0.720	0.0	0.0
0.720	0.731	0.0	0.0
0.731	0.743	0.0	0.0
0.743	0.755	0.0	0.0
0.755	0.766	0.0	0.0
0.766	0.778	0.0	0.0
0.778	0.789	0.0	0.0
0.789	0.801	0.0	0.0
0.801	0.813	0.0	0.0
0.813	0.824	0.0	0.0
0.824	0.836	0.0	0.0
0.836	0.848	0.0	0.0
0.848	0.859	0.0	0.0
0.859	0.871	0.0	0.0
0.871	0.882	0.0	0.0
0.882	0.894	0.0	0.0
0.894	0.906	0.0	0.0
0.906	0.917	0.0	0.0
0.917	0.929	0.0	0.0
0.929	0.940	0.0	0.0
0.940	0.952	0.0	0.0
0.952	0.964	0.0	0.0
0.964	0.975	0.0	0.0
0.975	0.987	0.0	0.0
0.987	0.998	0.0	0.0
0.998	1.010	0.0	0.0
1.010	1.022	0.0	0.0
1.022	1.033	0.0	0.0
1.033	1.045	0.0	0.0
1.045	1.057	0.0	0.0
1.057	1.068	0.0	0.0
1.068	1.080	0.0	0.0
1.080	1.091	0.0	0.0
1.091	1.103	0.0	0.0
1.103	1.115	0.0	0.0
1.115	1.126	0.0	0.0
1.126	1.138	0.0	0.0
1.138	1.149	0.0	0.0
1.149	1.161	0.0	0.0
1.161	1.173	0.0	0.0
1.173	1.184	0.0	0.0
1.184	1.196	0.0	0.0
1.196	1.207	0.0	0.0
1.207	1.219	0.0	0.0
1.219	1.231	0.0	0.0
1.231	1.242	0.0	0.0
1.242	1.254	0.0	0.0
1.254	1.265	0.0	0.0
1.265	1.277	0.0	0.0
1.277	1.289	0.0	0.0
1.289	1.300	0.0	0.0
1.300	1.312	0.0	0.0
1.312	1.324	0.0	0.0
1.324	1.335	0.0	0.0
1.335	1.347	0.0	0.0
1.347	1.358	0.0	0.0
1.358	1.370	0.0	0.0
1.370	1.382	0.0	0.0
1.382	1.393	0.0	0.0
1.393	1.405	0.0	0.0
1.405	1.416	0.0	0.0
1.416	1.428	0.0	0.0
1.428	1.440	0.0	0.0
1.440	1.451	0.0	0.0
1.451	1.463	0.0	0.0
1.463	1.474	0.0	0.0
1.474	1.486	0.0	0.0
1.486	1.498	0.0	0.0
1.498	1.509	0.0	0.0
1.509	1.521	0.0	0.0
1.521	1.533	0.0	0.0
1.533	1.544	0.0	0.0
1.544	1.556	0.0	0.0
1.556	1.567	0.0	0.0
1.567	1.579	0.0	0.0
1.579	1.591	0.0	0.0
1.591	1.602	0.0	0.0
1.602	1.614	0.0	0.0
1.614	1.625	0.0	0.0
1.625	1.637	0.0	0.0
1.637	1.649	0.0	0.0
1.649	1.660	0.0	0.0
1.660	1.672	0.0	0.0
1.672	1.683	0.0	0.0
1.683	1.695	0.0	0.0
1.695	1.707	0.0	0.0
1.707	1.718	0.0	0.0
1.718	1.730	0.0	0.0
1.730	1.741	0.0	0.0
1.741	1.753	0.0	0.0
1.753	1.765	0.0	0.0
1.765	1.776	0.0	0.0
1.776	1.788	0.0	0.0
1.788	1.800	0.0	0.0
1.800	1.811	0.0	0.0
1.811	1.823	0.0	0.0
1.823	1.834	0.0	0.0
1.834	1.846	0.0	0.0
1.846	1.858	0.0	0.0
1.858	1.869	0.0	0.0
1.869	1.881	0.0	0.0
1.881	1.892	0.0	0.0
1.892	1.904	0.0	0.0
1.904	1.916	0.0	0.0
1.916	1.927	1.0	0.0
1.927	1.939	1.0	0.0
1.939	1.950	0.0	0.0
1.950	1.962	0.0	0.0
1.962	1.974	0.0	0.0
1.974	1.985	0.0	0.0
1.985	1.997	0.0	0.0
1.997	2.009	0.0	0.0
2.009	2.020	0.0	0.0
2.020	2.032	0.0	0.0
2.032	2.043	0.0	0.0
2.043	2.055	0.0	0.0
2.055	2.067	0.0	0.0
2.067	2.078	0.0	0.0
2.078	2.090	0.0	0.0
2.090	2.101	0.0	0.0
2.101	2.113	0.0	0.0
2.113	2.125	0.0	0.0
2.125	2.136	0.0	0.0
2.136	2.148	0.0	0.0
2.148	2.159	0.0	0.0
2.159	2.171	0.0	0.0
2.171	2.183	0.0	0.0
2.183	2.194	0.0	0.0
2.194	2.206	0.0	0.0
2.206	2.218	0.0	0.0
2.218	2.229	0.0	0.0
2.229	2.241	0.0	0.0
2.241	2.252	0.0	0.0
2.252	2.264	0.0	0.0
2.264	2.276	0.0	0.0
2.276	2.287	0.0	0.0
2.287	2.299	0.0	0.0
2.299	2.310	0.0	0.0
2.310	2.322	0.0	0.0
2.322	2.334	0.0	0.0
2.334	2.345	0.0	0.0
2.345	2.357	0.0	0.0
2.357	2.368	0.0	0.0
2.368	2.380	0.0	0.0
2.380	2.392	0.0	0.0
